"year","hname","aname","hgoals","agoals","hPossesion","aPossesion","hshotsOnTarget","ashotsOnTarget","hshots","ashots","hyellowCards","ayellowCards","hredCards","aredCards","hfouls","afouls","hsaves","asaves"
"2009","Argentina","Venezuela","4","0","0","0","3","3","8","6","2","3","0","0","10","14","3","0"
"2009","Colombia","Bolivia","2","0","0","0","4","1","8","2","3","5","0","1","8","10","1","2"
"2009","Ecuador","Brazil","1","1","0","0","11","5","23","8","0","4","0","0","7","15","4","10"
"2009","Peru","Chile","1","3","0","0","1","4","3","5","5","3","1","0","21","22","1","0"
"2009","Venezuela","Colombia","2","0","0","0","4","2","8","7","3","1","0","1","11","9","2","2"
"2009","Bolivia","Argentina","6","1","0","0","14","5","23","8","4","1","0","1","14","6","4","8"
"2009","Ecuador","Paraguay","1","1","0","0","3","2","10","4","5","3","0","1","10","7","1","2"
"2009","Chile","Uruguay","0","0","0","0","1","4","3","6","1","6","1","0","10","20","4","1"
"2009","Brazil","Peru","3","0","0","0","8","0","11","2","0","3","0","0","8","12","0","5"
"2009","Uruguay","Brazil","0","4","0","0","7","8","16","10","1","1","1","1","10","9","4","7"
"2009","Argentina","Colombia","1","0","0","0","2","4","3","6","2","4","0","0","23","23","4","1"
"2009","Paraguay","Chile","0","2","0","0","2","5","3","5","4","2","0","0","8","8","3","2"
"2009","Peru","Ecuador","1","2","0","0","2","4","3","7","1","4","0","0","15","16","2","1"
"2009","Ecuador","Argentina","2","0","0","0","5","2","10","5","3","1","0","0","9","10","2","3"
"2009","Colombia","Peru","1","0","0","0","4","1","12","2","1","4","0","0","9","11","1","3"
"2009","Brazil","Paraguay","2","1","0","0","9","2","14","7","3","2","0","0","11","16","1","7"
"2009","Chile","Bolivia","4","0","0","0","8","3","10","10","1","4","0","1","7","4","3","4"
"2009","Venezuela","Uruguay","2","2","0","0","2","10","3","12","1","5","0","0","8","15","8","0"
"2009","Colombia","Ecuador","2","0","0","0","6","2","8","3","1","3","0","1","6","9","2","4"
"2009","Peru","Uruguay","1","0","0","0","5","5","9","13","3","2","0","1","8","8","5","4"
"2009","Paraguay","Bolivia","1","0","0","0","7","2","9","3","0","0","0","0","8","5","2","6"
"2009","Argentina","Brazil","1","3","0","0","6","4","12","7","2","5","0","0","19","19","1","5"
"2009","Chile","Venezuela","2","2","0","0","6","3","12","5","2","5","0","0","22","13","1","4"
"2009","Bolivia","Ecuador","1","3","0","0","8","6","17","9","2","0","0","0","8","8","3","7"
"2009","Uruguay","Colombia","3","1","0","0","3","3","7","3","3","0","1","1","17","15","2","0"
"2009","Paraguay","Argentina","1","0","0","0","1","1","3","2","3","1","0","1","18","8","1","0"
"2009","Brazil","Chile","4","2","0","0","8","5","9","9","0","2","1","1","11","9","3","4"
"2009","Venezuela","Peru","3","1","0","0","7","3","13","7","1","3","0","0","16","19","3","4"
"2009","Argentina","Peru","2","1","0","0","4","5","8","6","1","1","0","0","22","23","4","2"
"2009","Colombia","Chile","2","4","0","0","5","9","7","10","3","4","0","1","4","10","5","4"
"2009","Ecuador","Uruguay","1","2","0","0","3","4","6","5","5","1","0","0","9","11","2","2"
"2009","Venezuela","Paraguay","1","2","0","0","6","5","11","10","1","1","0","0","8","9","3","5"
"2009","Bolivia","Brazil","2","1","0","0","4","2","7","9","3","4","0","0","7","11","1","2"
"2009","Peru","Bolivia","1","0","0","0","3","3","8","6","1","4","1","1","10","11","3","2"
"2009","Brazil","Venezuela","0","0","0","0","3","4","14","8","2","5","1","0","15","13","4","3"
"2009","Chile","Ecuador","1","0","0","0","4","2","7","4","3","3","0","1","4","7","2","3"
"2009","Uruguay","Argentina","0","1","0","0","2","2","7","3","4","4","2","0","29","24","1","2"
"2011","Uruguay","Bolivia","4","2","0","0","8","5","15","6","4","4","0","0","17","18","3","4"
"2011","Ecuador","Venezuela","2","0","0","0","4","1","15","4","1","2","0","1","14","12","1","2"
"2011","Argentina","Chile","4","1","0","0","7","4","9","13","2","2","0","0","18","15","3","3"
"2011","Peru","Paraguay","2","0","0","0","3","0","13","4","0","1","0","0","10","10","0","1"
"2011","Bolivia","Colombia","1","2","0","0","8","6","21","12","3","1","0","0","13","14","4","7"
"2011","Chile","Peru","4","2","0","0","11","3","15","8","3","2","0","0","9","11","1","7"
"2011","Paraguay","Uruguay","1","1","0","0","1","2","8","6","1","3","0","0","9","13","1","0"
"2011","Venezuela","Argentina","1","0","0","0","7","6","13","11","0","2","0","0","13","12","6","6"
"2011","Argentina","Bolivia","1","1","0","0","6","2","16","5","1","2","0","0","11","18","1","5"
"2011","Uruguay","Chile","4","0","0","0","12","5","21","7","2","2","0","0","11","9","5","8"
"2011","Colombia","Venezuela","1","1","0","0","10","7","16","15","1","1","0","0","12","6","6","9"
"2011","Paraguay","Ecuador","2","1","0","0","7","3","11","6","0","4","0","0","3","10","2","5"
"2011","Colombia","Argentina","1","2","0","0","5","7","9","9","1","3","0","0","15","10","5","4"
"2011","Ecuador","Peru","2","0","0","0","4","1","12","4","2","2","0","0","15","16","1","2"
"2011","Chile","Paraguay","2","0","0","0","10","0","11","1","2","4","0","0","11","12","0","8"
"2011","Venezuela","Bolivia","1","0","0","0","4","4","11","6","2","3","0","0","13","11","4","3"
"2012","Uruguay","Venezuela","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","Bolivia","Chile","0","2","0","0","5","7","14","9","5","1","1","0","19","20","5","5"
"2012","Argentina","Ecuador","4","0","0","0","9","3","11","3","4","1","0","0","16","16","3","5"
"2012","Peru","Colombia","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","Bolivia","Paraguay","3","1","0","0","4","3","8","8","5","3","0","0","11","7","2","1"
"2012","Venezuela","Chile","0","2","0","0","3","7","10","14","4","3","0","0","16","11","5","3"
"2012","Uruguay","Peru","4","2","0","0","7","5","13","9","1","3","0","0","8","10","4","3"
"2012","Ecuador","Colombia","1","0","0","0","5","2","19","9","1","2","1","0","11","13","2","4"
"2012","Colombia","Uruguay","3","0","63","35","11","2","16","8","0","4","0","0","5","18","2","2"
"2012","Argentina","Paraguay","3","1","66","34","5","2","10","6","2","4","0","0","20","22","1","2"
"2012","Peru","Venezuela","2","1","60","40","6","3","17","11","2","1","0","1","12","20","2","4"
"2012","Chile","Colombia","1","3","0","0","1","12","6","18","5","3","1","1","13","8","9","0"
"2012","Uruguay","Ecuador","1","1","0","0","6","4","10","5","4","6","0","1","16","20","3","5"
"2012","Paraguay","Venezuela","0","2","0","0","4","8","10","14","5","4","0","0","18","10","6","4"
"2012","Peru","Argentina","1","1","0","0","3","3","8","5","3","2","0","0","16","12","2","2"
"2012","Bolivia","Peru","1","1","0","0","2","3","8","6","4","2","0","0","7","8","2","1"
"2012","Colombia","Paraguay","2","0","0","0","3","3","11","7","1","3","0","0","5","12","3","1"
"2012","Ecuador","Chile","3","1","0","0","8","0","15","1","2","2","0","2","13","9","0","5"
"2012","Argentina","Uruguay","3","0","0","0","7","2","14","4","0","4","0","0","7","15","2","4"
"2012","Bolivia","Uruguay","4","1","0","0","9","8","17","16","1","1","0","0","11","13","7","5"
"2012","Paraguay","Peru","1","0","0","0","3","2","6","6","2","3","0","0","9","4","2","2"
"2012","Venezuela","Ecuador","1","1","0","0","6","4","12","9","2","3","0","0","9","12","3","5"
"2012","Chile","Argentina","1","2","0","0","3","5","13","12","3","1","0","0","10","13","3","2"
"2013","Colombia","Bolivia","5","0","64","36","13","6","21","12","1","1","0","0","14","16","6","8"
"2013","Uruguay","Paraguay","1","1","57","43","5","4","19","14","4","4","0","0","18","17","3","4"
"2013","Argentina","Venezuela","3","0","66","34","9","1","16","5","2","4","0","0","19","17","1","6"
"2013","Peru","Chile","1","0","37","63","4","5","16","9","3","1","0","0","26","11","5","3"
"2013","Ecuador","Paraguay","4","1","58","42","4","1","20","7","3","3","0","0","18","17","0","0"
"2013","Chile","Uruguay","2","0","57","43","4","2","10","9","3","4","0","0","22","13","2","2"
"2013","Venezuela","Colombia","1","0","29","71","5","2","12","14","3","1","0","0","17","13","2","3"
"2013","Bolivia","Venezuela","1","1","61","39","6","3","24","17","2","0","0","0","16","7","2","5"
"2013","Argentina","Colombia","0","0","0","0","2","3","9","6","3","5","1","1","18","18","3","2"
"2013","Paraguay","Chile","1","2","0","0","3","6","10","10","3","2","0","0","17","9","4","2"
"2013","Peru","Ecuador","1","0","0","0","2","1","4","2","0","0","0","0","1","1","1","1"
"2013","Colombia","Peru","2","0","58","42","4","5","5","14","3","3","0","1","17","18","5","2"
"2013","Ecuador","Argentina","1","1","59","41","5","8","25","15","3","4","0","1","12","10","7","4"
"2013","Venezuela","Uruguay","0","1","0","0","6","1","9","4","3","4","1","0","13","17","0","6"
"2013","Chile","Bolivia","3","1","71","29","7","3","17","9","0","3","0","0","11","20","2","4"
"2013","Colombia","Ecuador","1","0","61","39","9","1","15","10","3","1","0","1","23","12","1","8"
"2013","Paraguay","Bolivia","4","0","48","52","8","3","16","14","0","2","0","0","14","9","3","4"
"2013","Chile","Venezuela","3","0","64","36","10","1","18","12","0","3","0","0","19","17","1","7"
"2013","Peru","Uruguay","1","2","60","40","4","5","13","15","2","3","1","0","21","20","3","3"
"2013","Bolivia","Ecuador","1","1","67","33","12","8","31","16","0","0","0","0","8","11","7","11"
"2013","Uruguay","Colombia","2","0","37","63","4","2","10","8","2","2","0","0","20","18","2","2"
"2013","Venezuela","Peru","3","2","64","36","8","3","29","8","2","4","0","0","14","15","1","5"
"2013","Paraguay","Argentina","2","5","40","60","5","9","13","14","1","1","0","0","15","17","4","3"
"2013","Colombia","Chile","3","3","48","52","6","6","15","9","6","3","0","1","26","17","3","3"
"2013","Ecuador","Uruguay","1","0","58","42","5","4","12","8","0","2","0","0","13","7","4","4"
"2013","Venezuela","Paraguay","1","1","61","39","5","3","28","9","1","1","0","0","11","13","2","4"
"2013","Argentina","Peru","3","1","61","39","6","5","18","9","1","1","0","0","15","13","4","3"
"2013","Chile","Ecuador","2","1","77","23","5","4","15","8","2","3","0","0","13","13","3","3"
"2013","Paraguay","Colombia","1","2","54","46","5","6","14","11","2","1","0","1","20","10","4","4"
"2013","Uruguay","Argentina","3","2","32","68","4","6","16","12","0","1","0","0","22","13","4","1"
"2013","Peru","Bolivia","1","1","59","41","2","3","13","8","2","2","0","0","25","12","2","1"
"2015","Bolivia","Uruguay","0","2","68","32","6","6","21","12","4","2","1","0","16","17","4","6"
"2015","Colombia","Peru","2","0","52","48","4","2","10","10","2","1","0","0","21","12","1","2"
"2015","Venezuela","Paraguay","0","1","56","44","1","1","13","7","2","1","0","0","19","18","0","1"
"2015","Chile","Brazil","2","0","50","50","6","1","13","13","1","1","0","0","18","12","1","3"
"2015","Argentina","Ecuador","0","2","67","33","5","3","12","8","3","1","0","0","14","24","1","5"
"2015","Ecuador","Bolivia","2","0","69","31","9","2","19","6","2","5","0","0","12","17","2","7"
"2015","Uruguay","Colombia","3","0","34","66","4","4","12","12","1","3","0","1","20","23","4","1"
"2015","Paraguay","Argentina","0","0","39","61","3","4","11","10","2","2","0","0","18","15","4","3"
"2015","Brazil","Venezuela","3","1","67","33","5","3","15","7","1","3","0","0","10","16","2","2"
"2015","Peru","Chile","3","4","33","67","5","8","15","11","1","2","1","0","10","17","4","2"
"2015","Bolivia","Venezuela","4","2","72","28","9","5","23","8","3","5","0","1","24","17","3","5"
"2015","Ecuador","Uruguay","2","1","61","39","6","3","20","9","4","2","0","0","14","11","2","4"
"2015","Chile","Colombia","1","1","67","33","4","4","12","14","2","3","0","0","13","21","3","3"
"2015","Argentina","Brazil","1","1","48","52","2","4","13","10","3","3","0","1","12","20","3","1"
"2015","Peru","Paraguay","1","0","54","46","3","3","12","8","1","2","0","0","16","25","2","2"
"2015","Colombia","Argentina","0","1","54","46","2","3","12","10","4","3","0","0","15","19","2","1"
"2015","Venezuela","Ecuador","1","3","57","43","6","6","24","11","3","1","0","0","15","16","3","4"
"2015","Paraguay","Bolivia","2","1","66","34","6","3","20","4","1","2","1","0","13","13","2","3"
"2015","Uruguay","Chile","3","0","27","73","7","6","10","14","4","4","0","1","16","16","6","4"
"2015","Brazil","Peru","3","0","60","40","5","3","14","9","1","3","0","0","21","18","2","2"
"2016","Bolivia","Colombia","2","3","66","34","9","5","22","7","3","1","0","0","26","16","2","7"
"2016","Ecuador","Paraguay","2","2","71","29","5","3","31","9","2","1","0","0","12","10","1","3"
"2016","Chile","Argentina","1","2","55","45","2","2","12","8","2","4","0","0","10","17","0","1"
"2016","Peru","Venezuela","2","2","67","33","6","7","17","15","3","3","0","0","15","18","5","4"
"2016","Brazil","Uruguay","2","2","62","38","4","7","8","12","3","1","0","0","20","16","5","2"
"2016","Colombia","Ecuador","3","1","40","60","8","2","17","6","2","4","0","0","15","22","1","5"
"2016","Uruguay","Peru","1","0","55","45","6","2","15","8","0","2","0","0","7","11","2","4"
"2016","Argentina","Bolivia","2","0","80","20","8","2","23","3","0","2","0","0","7","21","2","5"
"2016","Venezuela","Chile","1","4","36","64","2","4","13","13","2","2","0","0","17","15","0","1"
"2016","Paraguay","Brazil","2","2","35","65","5","9","13","19","3","1","0","0","18","12","7","3"
"2016","Colombia","Venezuela","2","0","57","43","11","4","24","8","2","1","0","2","12","26","4","8"
"2016","Bolivia","Peru","0","3","55","45","6","4","12","10","2","2","0","0","21","13","4","4"
"2016","Ecuador","Brazil","0","3","39","61","2","5","7","16","3","1","1","0","18","11","2","2"
"2016","Argentina","Uruguay","1","0","56","44","1","2","6","9","1","5","1","0","21","19","2","0"
"2016","Paraguay","Chile","2","1","30","70","5","2","13","9","3","4","0","1","17","13","1","3"
"2016","Uruguay","Paraguay","4","0","54","46","6","2","13","9","2","1","0","0","17","20","2","2"
"2016","Venezuela","Argentina","2","2","31","69","3","6","10","15","1","3","0","0","14","15","4","1"
"2016","Chile","Bolivia","3","0","75","25","4","3","12","8","2","2","0","0","13","21","3","4"
"2016","Brazil","Colombia","2","1","63","37","5","0","15","5","4","1","0","0","13","16","0","3"
"2016","Peru","Ecuador","2","1","44","56","7","3","12","9","3","3","0","1","16","23","2","5"
"2016","Ecuador","Chile","3","0","45","55","9","1","20","9","1","1","0","0","11","8","1","6"
"2016","Uruguay","Venezuela","3","0","49","51","7","1","16","8","1","2","0","1","20","22","1","4"
"2016","Paraguay","Colombia","0","1","51","49","5","1","10","5","4","1","0","0","24","19","0","4"
"2016","Brazil","Bolivia","5","0","71","29","9","1","19","3","1","2","0","0","16","12","1","4"
"2016","Peru","Argentina","2","2","45","55","4","6","19","12","1","4","0","0","12","16","4","2"
"2016","Bolivia","Ecuador","2","2","49","51","7","5","12","14","5","3","0","1","19","13","2","5"
"2016","Colombia","Uruguay","2","2","61","39","5","4","11","10","2","4","0","0","14","16","2","2"
"2016","Argentina","Paraguay","0","1","70","30","5","3","18","9","2","1","0","0","16","16","2","5"
"2016","Chile","Peru","2","1","69","31","7","2","17","10","1","1","0","0","16","12","1","5"
"2016","Venezuela","Brazil","0","2","34","66","2","5","13","14","3","1","0","0","14","16","3","2"
"2016","Colombia","Chile","0","0","63","37","3","1","20","5","2","2","0","0","15","9","1","3"
"2016","Uruguay","Ecuador","2","1","37","63","3","2","7","8","1","2","0","0","20","22","1","1"
"2016","Paraguay","Peru","1","4","43","57","3","12","5","21","3","3","0","0","19","15","9","2"
"2016","Brazil","Argentina","3","0","46","54","5","2","13","10","2","3","0","0","23","22","2","1"
"2016","Venezuela","Bolivia","5","0","32","68","12","1","20","8","0","2","0","0","12","21","1","7"
"2016","Bolivia","Paraguay","1","0","61","39","6","3","23","10","2","2","1","0","18","9","3","6"
"2016","Ecuador","Venezuela","3","0","69","31","9","2","24","8","1","2","0","0","8","11","2","6"
"2016","Argentina","Colombia","3","0","46","54","5","0","10","9","4","4","0","0","22","23","0","2"
"2016","Chile","Uruguay","3","1","60","40","3","5","10","10","1","4","0","0","14","14","4","0"
"2016","Peru","Brazil","0","2","39","61","2","4","7","14","2","1","0","0","11","17","2","2"
"2017","Colombia","Bolivia","1","0","74","26","7","1","21","2","0","1","0","0","13","9","1","6"
"2017","Paraguay","Ecuador","2","1","44","56","5","3","6","11","1","3","0","0","17","14","2","3"
"2017","Uruguay","Brazil","1","4","31","69","4","7","19","11","3","3","0","0","16","11","3","3"
"2017","Argentina","Chile","1","0","40","60","2","1","8","6","4","3","0","0","27","17","1","1"
"2017","Venezuela","Peru","2","2","47","53","5","5","10","12","2","3","0","0","11","16","3","2"
"2017","Bolivia","Argentina","2","0","47","53","5","6","10","15","2","2","0","0","19","10","6","2"
"2017","Ecuador","Colombia","0","2","57","43","1","3","7","8","2","1","1","0","16","16","1","1"
"2017","Chile","Venezuela","3","1","70","30","9","5","24","16","2","2","0","0","16","17","5","6"
"2017","Brazil","Paraguay","3","0","67","33","7","0","23","2","0","3","0","0","16","26","0","4"
"2017","Peru","Uruguay","2","1","58","42","3","4","20","12","4","1","0","1","21","15","3","1"
"2017","Venezuela","Colombia","0","0","41","59","5","6","14","12","2","1","0","0","20","20","6","5"
"2017","Chile","Paraguay","0","3","73","27","3","4","10","10","4","1","0","0","12","13","2","3"
"2017","Uruguay","Argentina","0","0","20","80","2","3","8","10","3","2","0","0","15","14","3","2"
"2017","Brazil","Ecuador","2","0","75","25","9","1","16","6","3","2","0","0","17","17","1","7"
"2017","Peru","Bolivia","2","1","63","37","6","2","11","7","3","2","0","0","15","11","1","4"
"2017","Bolivia","Chile","1","0","45","55","4","1","19","10","3","1","1","0","17","5","1","3"
"2017","Colombia","Brazil","1","1","48","52","4","3","10","13","1","1","0","0","12","15","2","3"
"2017","Ecuador","Peru","1","2","62","38","3","6","10","16","1","4","0","1","15","12","5","2"
"2017","Argentina","Venezuela","1","1","76","24","6","2","21","7","3","5","0","0","15","15","1","6"
"2017","Paraguay","Uruguay","1","2","48","52","3","1","11","9","3","1","0","0","16","13","0","2"
"2017","Bolivia","Brazil","0","0","38","62","1","13","9","20","1","0","0","0","20","9","11","1"
"2017","Venezuela","Uruguay","0","0","48","52","3","3","14","12","2","1","0","0","13","16","3","3"
"2017","Argentina","Peru","0","0","66","34","6","1","22","2","2","3","0","0","14","20","1","6"
"2017","Chile","Ecuador","2","1","51","49","4","4","10","11","3","2","0","1","14","19","3","2"
"2017","Colombia","Paraguay","1","2","67","33","8","4","13","10","3","4","0","0","16","15","2","6"
"2017","Brazil","Chile","3","0","61","39","8","1","15","8","2","2","0","0","25","19","1","5"
"2017","Ecuador","Argentina","1","3","55","45","3","7","9","13","2","3","0","0","23","17","4","2"
"2017","Paraguay","Venezuela","0","1","58","42","4","5","16","11","3","4","1","1","16","21","4","4"
"2017","Peru","Colombia","1","1","66","34","1","5","9","9","1","0","0","0","17","16","4","1"
"2017","Uruguay","Bolivia","4","2","56","44","13","2","22","6","0","1","0","0","9","8","2","9"
"2020","Paraguay","Peru","2","2","60","40","6","4","12","10","3","1","0","0","16","16","2","4"
"2020","Uruguay","Chile","2","1","51","49","2","3","9","6","3","2","0","0","13","20","2","0"
"2020","Argentina","Ecuador","1","0","58","42","2","0","8","4","2","1","0","0","14","19","0","1"
"2020","Colombia","Venezuela","3","0","58","42","6","3","8","11","0","3","0","0","21","13","3","3"
"2020","Brazil","Bolivia","5","0","69","31","9","1","20","3","1","4","0","0","13","8","1","5"
"2020","Bolivia","Argentina","1","2","57","43","3","3","10","16","4","4","0","0","15","11","1","2"
"2020","Ecuador","Uruguay","4","2","51","49","7","2","17","6","2","0","0","0","12","11","0","3"
"2020","Venezuela","Paraguay","0","1","33","67","2","3","10","8","3","3","0","0","17","14","2","2"
"2020","Peru","Brazil","2","4","34","66","6","9","7","13","2","0","2","0","22","15","5","4"
"2020","Chile","Colombia","2","2","46","54","3","4","6","10","5","2","0","0","16","18","2","1"
"2020","Bolivia","Ecuador","2","3","38","62","6","6","18","12","2","2","0","0","12","10","3","4"
"2020","Argentina","Paraguay","1","1","68","32","5","2","15","6","2","4","0","0","11","16","1","4"
"2020","Colombia","Uruguay","0","3","63","37","2","4","11","6","3","1","1","0","17","18","1","2"
"2020","Chile","Peru","2","0","49","51","5","4","10","8","2","2","0","0","13","16","4","3"
"2020","Brazil","Venezuela","1","0","74","26","3","1","11","4","1","3","0","0","13","12","1","2"
"2020","Ecuador","Colombia","6","1","53","47","9","2","14","10","3","5","1","0","17","17","1","3"
"2020","Venezuela","Chile","2","1","35","65","5","1","14","11","1","2","0","0","10","6","0","3"
"2020","Paraguay","Bolivia","2","2","76","24","5","2","18","7","2","3","0","0","12","13","0","3"
"2020","Uruguay","Brazil","0","2","41","59","0","4","5","6","4","3","1","0","16","12","2","0"
"2020","Peru","Argentina","0","2","53","47","1","3","10","13","3","3","0","0","17","14","1","1"
"2021","Bolivia","Venezuela","3","1","53","47","7","6","18","11","3","2","0","0","14","11","5","5"
"2021","Uruguay","Paraguay","0","0","57","43","2","4","12","7","3","1","0","0","11","10","4","2"
"2021","Argentina","Chile","1","1","54","46","7","1","16","7","2","2","0","0","17","15","0","6"
"2021","Peru","Colombia","0","3","49","51","2","4","12","11","3","3","1","1","13","18","1","2"
"2021","Brazil","Ecuador","2","0","66","34","7","0","16","3","2","4","0","0","12","16","0","5"
"2021","Ecuador","Peru","1","2","69","31","5","3","15","8","2","3","0","0","10","17","1","4"
"2021","Venezuela","Uruguay","0","0","44","56","4","3","14","7","3","1","0","0","10","19","3","4"
"2021","Colombia","Argentina","2","2","48","52","5","8","12","15","5","4","0","0","27","18","6","3"
"2021","Paraguay","Brazil","0","2","50","50","3","4","10","13","4","2","0","0","20","10","2","3"
"2021","Chile","Bolivia","1","1","77","23","9","1","29","8","2","4","0","0","14","12","0","6"
"2016","Ghana","Uganda","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"2016","Gabon","Morocco","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"2016","Congo DR","Libya","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"2016","Burkina Faso","South Africa","1","1","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"2016","Ivory Coast","Mali","3","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"2016","Senegal","Cape Verde Islands","2","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0"
"2016","Zambia","Nigeria","1","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"2016","Congo","Egypt","1","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"2016","Tunisia","Guinea","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"2016","Algeria","Cameroon","1","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"2016","Libya","Tunisia","0","1","35","65","1","4","7","13","0","3","1","0","15","18","3","1"
"2016","Uganda","Congo","1","0","64","36","6","2","17","5","0","3","0","0","10","18","2","5"
"2016","Cameroon","Zambia","1","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"2016","Nigeria","Algeria","3","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"2016","Cape Verde Islands","Burkina Faso","0","2","68","32","3","2","13","5","2","2","0","0","18","18","0","3"
"2016","Mali","Gabon","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0"
"2016","Morocco","Ivory Coast","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"2016","Egypt","Ghana","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"2016","Guinea","Congo DR","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2017","Uganda","Egypt","1","0","39","61","4","3","8","7","2","0","0","0","21","6","3","3"
"2017","Guinea","Libya","3","2","66","34","6","5","18","8","0","1","0","0","16","6","3","3"
"2017","Ghana","Congo","1","1","68","32","2","2","15","5","0","4","0","0","10","30","1","1"
"2017","Nigeria","Cameroon","4","0","48","52","5","1","11","8","1","2","0","0","13","26","1","1"
"2017","Cape Verde Islands","South Africa","2","1","48","52","3","2","3","10","1","3","0","1","15","12","1","1"
"2017","Morocco","Mali","6","0","63","37","8","0","13","4","1","3","0","2","12","23","0","2"
"2017","Tunisia","Congo DR","2","1","65","35","4","4","14","7","3","2","0","0","30","18","3","2"
"2017","Zambia","Algeria","3","1","40","60","4","3","16","11","1","4","1","0","9","12","2","1"
"2017","Gabon","Ivory Coast","0","3","48","52","2","6","8","16","0","1","0","0","15","13","3","2"
"2017","Senegal","Burkina Faso","0","0","65","35","2","3","10","8","1","4","1","0","16","16","3","2"
"2017","Cameroon","Nigeria","1","1","69","31","2","2","6","11","2","2","0","0","23","21","1","1"
"2017","Libya","Guinea","1","0","36","64","2","2","8","9","5","4","1","0","12","21","2","1"
"2017","Congo","Ghana","1","5","50","50","7","7","19","14","0","3","0","0","8","18","2","6"
"2017","South Africa","Cape Verde Islands","1","2","65","35","7","5","17","12","2","2","0","0","18","19","3","6"
"2017","Congo DR","Tunisia","2","2","43","57","5","4","9","18","1","1","0","0","8","18","3","3"
"2017","Ivory Coast","Gabon","1","2","72","28","8","3","22","8","2","0","0","1","18","13","1","7"
"2017","Burkina Faso","Senegal","2","2","45","55","2","5","9","7","0","1","1","0","13","15","3","1"
"2017","Egypt","Uganda","1","0","59","41","5","0","12","4","0","2","0","0","16","10","0","4"
"2017","Mali","Morocco","0","0","45","55","1","3","9","10","3","2","0","0","20","18","3","1"
"2017","Algeria","Zambia","0","1","77","23","6","5","14","10","0","1","0","0","10","18","4","6"
"2017","Mali","Ivory Coast","0","0","54","46","3","0","20","2","1","4","0","0","12","23","0","3"
"2017","South Africa","Burkina Faso","3","1","39","61","4","5","7","15","1","1","1","0","22","5","4","1"
"2017","Uganda","Ghana","0","0","47","53","2","2","7","6","2","3","0","0","15","16","2","2"
"2017","Cameroon","Algeria","2","0","44","56","3","2","5","8","2","1","0","0","16","23","2","1"
"2017","Nigeria","Zambia","1","0","49","51","4","1","11","12","2","2","0","0","13","12","1","3"
"2017","Guinea","Tunisia","1","4","53","47","1","6","6","15","3","1","1","0","17","13","2","0"
"2017","Libya","Congo DR","1","2","52","48","1","11","5","20","1","1","0","0","15","13","9","0"
"2017","Cape Verde Islands","Senegal","0","2","42","58","2","8","5","12","1","3","0","0","21","13","6","2"
"2017","Morocco","Gabon","3","0","73","27","9","0","20","2","2","1","0","0","18","12","0","6"
"2017","Egypt","Congo","2","1","56","44","6","2","17","8","1","2","0","0","10","19","1","4"
"2017","South Africa","Senegal","0","2","72","28","3","2","13","5","2","2","0","0","12","24","1","3"
"2017","Algeria","Nigeria","1","1","46","54","2","6","10","11","3","2","0","0","26","26","5","1"
"2017","Zambia","Cameroon","2","2","48","52","9","3","19","5","1","1","0","0","15","21","1","7"
"2017","Gabon","Mali","0","0","45","55","1","2","6","16","2","2","0","0","30","11","2","1"
"2017","Congo DR","Guinea","3","1","58","42","4","4","12","12","2","1","0","0","12","23","3","2"
"2017","Ivory Coast","Morocco","0","2","58","42","1","6","7","8","2","1","0","0","24","23","4","1"
"2017","Tunisia","Libya","0","0","71","29","5","3","18","6","1","2","0","0","9","10","3","5"
"2017","Congo","Uganda","1","1","61","39","1","4","2","6","1","2","0","0","9","12","3","0"
"2017","Ghana","Egypt","1","1","64","36","7","4","21","5","1","3","0","0","11","10","3","6"
"2017","Burkina Faso","Cape Verde Islands","4","0","50","50","9","0","18","6","1","3","0","0","21","19","0","5"
"2017","Senegal","South Africa","2","1","58","42","5","5","14","11","0","1","0","0","15","16","4","3"
"2002","France","Senegal","0","1","0","0","7","5","16","6","1","1","0","0","18","21","4","7"
"2002","Republic of Ireland","Cameroon","1","1","0","0","5","5","9","11","3","1","0","0","9","12","3","3"
"2002","Uruguay","Denmark","1","2","0","0","4","4","5","6","1","2","0","0","12","8","1","3"
"2002","Germany","Saudi Arabia","8","0","0","0","14","0","24","2","2","1","0","0","19","10","0","6"
